,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0,1rBiNR61IhvbzeKwfs3AwE,0.248,0.949,5,-3.451,0,0.241,0.000213,1.31e-06,0.618,0.241,148.578,4
1,53qNokolyhWvzlOOrdt6aR,0.396,0.949,1,-5.898,1,0.063,0.00556,0.00427,0.082,0.575,159.808,4
2,1iEYdDcqkF6fN56eyQt8SG,0.381,0.965,1,-6.04,0,0.103,0.00556,0.000518,0.0813,0.373,116.291,4
3,5moXWdc1WSGamWwlD5YL4Z,0.534,0.975,6,-5.504,1,0.0736,0.000842,0.00178,0.142,0.437,137.005,4
4,7pNiBxovVOj10GrFIIwjuy,0.423,0.391,2,-10.867,1,0.0321,0.654,0.88,0.359,0.389,127.925,3
5,5X9lrLkLSe7bzYiIZwhHl7,0.486,0.257,5,-25.872,0,0.568,0.674,0.0,0.179,0.506,185.392,3
6,5rhfOzbqKzumQFWPL2Waq8,0.362,0.0935,11,-22.21,0,0.0347,0.935,0.668,0.104,0.205,73.859,4
7,04RuK8M0y3pGQ4Whk87Vpm,0.401,0.452,2,-10.544,1,0.0341,0.00383,0.797,0.197,0.0489,112.114,4
8,58QWuwXmMV6ecDY8NV5MSV,0.676,0.774,4,-7.776,0,0.039,0.0452,0.724,0.13,0.234,102.534,4
9,6H3Wa6hWR9DRMzMSd4pZkT,0.53,0.562,4,-13.018,1,0.0409,0.613,1.37e-06,0.257,0.697,121.081,4
10,6crRnkFcK92wXQLI0YDHf9,0.321,0.919,5,-5.242,1,0.078,0.00194,0.151,0.156,0.533,122.023,4
11,1s4hIKqNXcN1DpR84L1gQ3,0.436,0.883,9,-3.909,1,0.0486,0.0062,0.000144,0.106,0.394,139.92,4
12,10ksVlS4mXJfIPUXkhPMrn,0.436,0.883,9,-3.909,1,0.0486,0.0062,0.000144,0.106,0.394,139.92,4
13,13H1BCvtb5qWBopmgEicTT,0.467,0.418,11,-8.803,0,0.0258,0.261,1.39e-05,0.108,0.2,92.508,4
14,0HvXK1CtTjBs6hV06uU25M,0.383,0.911,11,-4.813,1,0.0604,0.00248,0.000119,0.149,0.58,95.046,4
15,0uYPsl955ngOyNBzfp0EYg,0.435,0.936,9,-4.153,0,0.0656,0.000114,0.0028,0.204,0.309,93.943,4
16,4Jh5SlPiCAKP2d88TmKisF,0.405,0.787,5,-7.406,1,0.0462,0.000111,0.0122,0.0649,0.426,156.052,4
17,4bdJHQp90ymjEIkkYhcENB,0.923,0.508,1,-8.668,1,0.0468,0.104,1.21e-05,0.126,0.168,108.039,4
18,5vRPXm59z8ewWO6WiJHg3m,0.505,0.778,10,-4.778,1,0.0398,0.0277,0.00275,0.115,0.284,140.493,4
19,2cJDsHTLgDQvf5G73RCNX5,0.415,0.533,0,-8.445,1,0.0308,0.0037,0.000732,0.176,0.126,138.929,4
20,2VSbEXqs6NbNiZSTcHlIDR,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,4
21,1ZozJfi8u9cO2Ob8KwiwNT,0.459,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,4
22,42T2QQv3xgBlpQxaSP7lnK,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,4
23,313j2aNbdQRcWZq7JOo0ro,0.888,0.753,2,-4.579,1,0.148,0.0758,1.2e-06,0.327,0.745,109.946,4
24,3QqOcLtTU8zzlQRJCZzttP,0.881,0.782,9,-3.657,1,0.0803,0.06,0.0,0.0616,0.774,142.119,4
25,4bdzlt280luOgFi0ZlkTvR,0.481,0.858,5,-5.06,1,0.0588,0.00635,0.0,0.224,0.315,94.998,4
26,5rW7qTn83sCKtqBoneJs63,0.815,0.849,4,-4.704,0,0.114,0.0229,0.000176,0.026,0.685,106.035,4
27,1w7AURZqlTcLT2jeWUEBSy,0.455,0.774,6,-8.134,1,0.0548,0.00296,0.884,0.113,0.129,110.304,4
28,2Lk8XTulavagQOrYqFpGB8,0.519,0.776,7,-7.051,1,0.0309,0.252,2.92e-05,0.157,0.653,137.29,4
29,6uhIF5J5Txaie0is2nXdxU,0.598,0.847,1,-2.54,1,0.205,0.0655,9.92e-05,0.307,0.728,169.959,4
30,1WdkBwAsdznWw9xM69KmvR,0.515,0.947,6,-3.167,0,0.0761,0.0795,0.0,0.0473,0.715,152.123,4
31,1ca2uiucobPt5UA12smJwp,0.716,0.946,9,-4.55,1,0.466,0.806,0.000331,0.0421,0.972,132.159,4
32,1mB7dCUM7sPyNab6R43nlj,0.548,0.855,3,-3.266,1,0.151,0.0149,0.0,0.127,0.644,145.133,4
33,4CiVz4bw7X1zjCaJ5ZwxUS,0.395,0.784,10,-5.903,0,0.132,0.0135,0.0,0.213,0.353,161.946,4
34,5XUuldRjPXcP5QxyEN4IXT,0.546,0.898,2,-3.067,0,0.162,0.0266,0.0,0.129,0.639,173.17,4
35,73GKs8oNFFmtomWj7EsSU0,0.356,0.333,5,-6.892,0,0.0314,0.317,0.0,0.0849,0.12,140.133,4
36,7C44yFCO0S2zqGkD7eyOR5,0.418,0.895,4,-5.626,0,0.0966,0.000965,0.000475,0.302,0.218,157.803,4
37,49ItQjUWq9O7s4lzMLivF0,0.646,0.798,4,-5.283,0,0.0767,0.000305,9.84e-05,0.0922,0.821,113.959,4
38,60glT2wsoSHV3B8yCRSB8v,0.567,0.961,7,-4.084,1,0.0572,0.00139,3.7e-05,0.102,0.669,151.92,4
39,4ccRpJ2CAyjiKnPPLFEOwF,0.185,0.904,7,-5.619,0,0.0753,0.000268,0.000544,0.309,0.0707,110.714,4
40,0Np42ZbbyEJkcsve2l3qig,0.422,0.8,8,-9.025,1,0.0991,0.683,6.15e-05,0.577,0.0531,110.051,4
41,1uAOcFZFUw7FmUdMZbgzQj,0.477,0.983,9,-4.84,0,0.269,0.00339,0.0,0.18,0.356,160.031,4
42,3taoIo2lGa42YH1pXPTJi4,0.334,0.91,2,-3.532,0,0.126,0.0154,2.8e-06,0.0758,0.528,93.404,4
43,4MNnfcIuCrmCymkLSXtXCl,0.494,0.916,1,-4.734,0,0.233,0.00112,4.43e-06,0.0996,0.433,89.468,4
44,3OcgNPvAcDmNB9Idcdh4sA,0.513,0.881,9,-6.72,0,0.0521,8.28e-05,0.00123,0.0545,0.158,95.023,4
45,1d17u8gNyjAwhp9N9C7Io5,0.462,0.805,10,-5.759,0,0.0337,0.00723,5.28e-05,0.308,0.487,84.994,4
46,6tFw53jGBwl3lqrqA9OQY8,0.351,0.932,6,-6.419,1,0.127,0.00102,1.23e-05,0.75,0.247,169.905,4
47,313f3J4lGMA0irUrWaUXUh,0.483,0.904,7,-6.054,1,0.0574,0.000434,0.0,0.249,0.393,146.006,4
48,37oLbcJ5oouA1PJJsKOjub,0.267,0.88,10,-5.73,0,0.0609,0.000112,0.543,0.34,0.141,139.995,4
49,1OnHeldjfrF6Zx3FnS1zQ5,0.506,0.911,1,-5.341,1,0.0397,1.94e-05,0.0288,0.335,0.276,112.489,1
50,1KuNk1ZZPTZKwjjo1Vdw9G,0.541,0.912,0,-5.491,1,0.0455,9.26e-05,0.00518,0.168,0.139,120.05,3
51,0Hg6cD0VepM1bnjl0lObQ3,0.476,0.713,7,-7.024,1,0.0667,0.000838,0.000206,0.0802,0.564,183.032,3
52,6FUXgvzbMrMCzAuYGIiGIl,0.468,0.803,4,-6.653,0,0.0894,0.00241,0.0,0.453,0.409,87.38,3
53,4kpWVGdFjBSoCkIcHVlTqn,0.548,0.878,11,-5.758,0,0.0449,7.29e-05,0.0395,0.424,0.137,135.052,4
54,3M48mLjTHfMx6ogQfTVE9r,0.403,0.952,7,-4.534,1,0.081,0.000807,0.00101,0.325,0.517,174.974,4
55,1npDycvcBm6bTnaajiTv3X,0.492,0.955,11,-6.289,1,0.0775,4.34e-05,8.7e-05,0.395,0.386,144.974,4
56,3V417nSM4Ilh0Tt5CqustV,0.469,0.743,1,-5.57,0,0.0272,0.00222,0.000111,0.276,0.481,86.953,4
57,29eQVInwtnd4jCUl0wP74y,0.399,0.986,8,-6.581,1,0.0831,1.95e-05,0.0389,0.335,0.424,107.421,4
58,346RqFnNMtjaMneUEqrJaI,0.175,0.972,1,-6.033,1,0.137,2.23e-05,0.28,0.0828,0.141,195.084,4
59,0sRAH3UW1W7jUo3CZq0OAH,0.424,0.895,2,-4.16,0,0.118,0.0102,0.000911,0.0839,0.42,93.823,4
60,0CjJJrpnQCpQMsT4nzezII,0.431,0.887,10,-5.645,0,0.0367,3.88e-05,0.00704,0.345,0.475,173.988,4
61,2rCtd6DcWfIJIy7AFSlrdt,0.418,0.911,7,-6.131,0,0.0655,1.37e-05,0.0,0.0815,0.344,145.019,4
62,1Zsy3xy9TvYELEGg1js4yw,0.345,0.918,4,-2.439,0,0.0553,0.00097,0.0,0.115,0.191,163.08,4
63,4eZwOLKsaPgcEFp41oGCgQ,0.447,0.698,1,-6.761,1,0.033,5.5e-05,0.236,0.0667,0.126,147.975,4
64,2nZ4tfb14C5ozg4cLK9MFq,0.225,0.955,5,-4.153,1,0.0787,3.07e-05,0.00981,0.356,0.375,174.541,4
65,0bl5y1SjCt5CqtPevbqfCu,0.503,0.997,11,-4.542,0,0.121,3.57e-05,0.102,0.179,0.0475,100.015,4
66,7jcCt0VtoIsQ1rIcITvplO,0.431,0.982,9,-4.371,0,0.0757,5.6e-05,0.422,0.0603,0.269,162.031,4
67,5gNyrx8elXaXXs3vFC1ufZ,0.46,0.876,5,-5.39,1,0.045,6.85e-05,0.798,0.151,0.499,164.992,3
68,1Qt5SbPsqxba4mhtF76o0I,0.433,0.916,0,-6.115,1,0.0673,0.101,0.0,0.294,0.342,170.993,4
69,4SO5r9cjaokv3HXuP1IXV5,0.632,0.626,7,-9.89,1,0.0273,0.312,5.19e-05,0.143,0.548,84.015,4
70,314iEiVWW8TGvV90ID3PIr,0.403,0.952,7,-4.534,1,0.081,0.000807,0.00101,0.325,0.517,174.974,4
71,7d61DLO9h0dmE6b0VRnRfh,0.541,0.89,7,-6.989,1,0.0594,1.95e-05,0.0262,0.103,0.403,99.984,4
72,5CVZeK7bOC9QxYcZ9gJ5X2,0.626,0.909,1,-4.419,0,0.131,0.00205,5.19e-06,0.29,0.737,140.027,4
73,6R3XLuQk0HhItAnngs6LyI,0.504,0.938,0,-2.98,1,0.0717,0.0111,0.0,0.12,0.61,91.502,4
74,6N02x67mvrLVV9IasFaqEP,0.426,0.935,11,-3.814,0,0.0725,4.5e-05,0.972,0.103,0.163,149.935,4
75,60a0Rd6pjrkxjPbaKzXjfq,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,4
76,0S3tNyWxkxXlQFDyXGIbV0,0.361,0.889,8,-6.315,1,0.0439,0.00169,0.876,0.153,0.307,129.988,3
77,0KmCtn8UBbqidcIRduzARB,0.272,0.888,11,-1.757,0,0.068,0.00413,0.0,0.232,0.637,159.893,4
78,7LGN2GZWO52C2rfP3LZRVX,0.803,0.845,8,-5.384,1,0.073,0.0394,0.0,0.0659,0.865,104.036,4
79,1nLnpLXvl68RZCSjfkyiaa,0.559,0.543,1,-5.429,1,0.302,0.00133,2e-05,0.0577,0.337,75.958,4
80,373gDROnujxNTFa1FojYIl,0.596,0.798,0,-4.63,1,0.0285,0.00412,0.0,0.338,0.459,105.01,4
81,5sNESr6pQfIhL3krM8CtZn,0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,4
82,4qVR3CF8FuFvHN4L6vXlB1,0.535,0.951,3,-3.324,0,0.18,0.00777,0.0,0.0669,0.723,160.102,4
83,6Y2kW1mdHE0znPCjtOdt5m,0.465,0.963,0,-3.568,0,0.0484,0.00161,0.0,0.196,0.528,160.065,4
84,3UygY7qW2cvG9Llkay6i1i,0.37,0.858,11,-4.885,0,0.0545,0.00815,2.12e-05,0.229,0.464,175.077,4
85,5rAxhWcgFng3s570sGO2F8,0.603,0.908,11,-5.254,1,0.184,0.0144,0.0,0.671,0.457,133.063,4
86,7piw04hPQZ1OHZ9Fq9JOXR,0.306,0.873,0,-3.668,0,0.0567,0.00105,0.0,0.52,0.452,198.387,4
87,6wJqtdE4wC9TXOLgCNBVde,0.497,0.96,1,-3.532,1,0.125,0.000509,0.0151,0.151,0.669,171.835,4
88,2yss0n7KmvmSr4EHvjfFpn,0.488,0.995,1,-3.096,0,0.108,0.00153,0.0,0.911,0.679,90.058,4
89,36sAFU68abNDrMOJI5QYZi,0.341,0.558,11,-8.597,0,0.039,0.0831,0.36,0.129,0.0894,125.076,3
90,0gf9HMeZDXRexbuM5CihZg,0.514,0.945,8,-4.833,1,0.105,0.00234,0.000158,0.0638,0.409,104.971,4
91,39RKlCfLoqb8o2aXfpVfjW,0.47,0.959,10,-4.338,1,0.075,0.00535,0.0101,0.141,0.199,88.0,4
92,6bvTzuFABmFnAAmVZ3nlMh,0.475,0.816,6,-5.502,1,0.0644,0.0027,0.366,0.332,0.248,130.065,4
93,6EjW31ubcZfxYnuiiPAGLm,0.415,0.984,7,-3.496,1,0.0993,3.4e-05,0.0864,0.294,0.125,82.999,4
94,1Tt7zr1yDbKbT8L4jzSZ74,0.73,0.326,8,-7.001,1,0.26,0.705,0.0,0.103,0.434,116.893,4
95,0OFknyqxmSQ42SoKxWVTok,0.62,0.496,7,-7.509,1,0.133,0.597,1.36e-05,0.322,0.636,126.032,4
96,0HT6xI2MTQ7qk4yNA1IZUd,0.537,0.307,4,-10.967,1,0.0545,0.649,0.0,0.177,0.114,83.632,4
97,0qcr5FMsEO85NAQjrlDRKo,0.543,0.485,8,-6.85,1,0.0305,0.558,0.0,0.12,0.371,136.961,4
98,760jhRscwGbIIe1m1IIQpU,0.65,0.584,2,-8.286,1,0.307,0.0174,1.54e-06,0.042,0.37,180.088,4
99,0D1OY0M5A0qD5HGBvFmFid,0.275,0.126,9,-17.077,1,0.033,0.879,0.000799,0.0791,0.21,88.626,4
100,5l5rUCU2QAA1sXTuNPlMHZ,0.65,0.382,0,-12.34,1,0.0275,0.313,0.881,0.103,0.348,125.035,4
101,4zDfgax6Ihb0UWdour1ZEs,0.474,0.82,0,-7.699,1,0.243,0.493,0.0,0.0978,0.697,164.718,4
102,1hwdPQtFHISvZ9SXMkNrIK,0.283,0.227,0,-15.793,1,0.0366,0.846,2.08e-06,0.1,0.128,121.419,4
103,0PKmDncVOiNQLO6D1P6PXi,0.684,0.481,0,-10.305,1,0.0391,0.228,0.0,0.157,0.48,121.208,4
104,6oYkwjI1TKP9D0Y9II1GT7,0.511,0.475,10,-14.667,1,0.161,0.708,0.0,0.105,0.819,98.957,4
105,28UMEtwyUUy5u0UWOVHwiI,0.672,0.322,7,-17.669,1,0.0339,0.144,2.96e-05,0.074,0.496,113.852,4
106,1mRBJdpIgc3jZH8C3cN2WV,0.477,0.6,7,-5.652,1,0.0324,0.271,0.0,0.112,0.29,152.062,3
107,41onDks2UPbyjer5fMeUWf,0.819,0.702,11,-6.129,0,0.251,0.00463,0.000207,0.101,0.573,95.094,4
108,5edqR2ClZmBbVX6fhppN5X,0.699,0.87,6,-6.202,1,0.0829,0.546,0.0,0.211,0.745,120.059,4
109,2AEuBCREeKVCYMd5n1ridK,0.698,0.685,6,-5.59,0,0.0291,0.132,0.0,0.1,0.657,139.978,4
110,3UxeafEDSEForTJ7Mnlyhn,0.526,0.682,2,-5.105,0,0.0356,0.175,1.68e-05,0.0803,0.411,169.934,4
111,11n3YzGJO5y6cG8tQLidRM,0.566,0.414,2,-8.61,0,0.0351,0.611,0.0,0.0865,0.288,82.03,4
112,2mlrx1OreOAmROVMFdSmUj,0.357,0.462,2,-7.103,0,0.0336,0.556,1.48e-06,0.0783,0.178,119.83,4
113,5P8Xvy5tzhmfyfA6GplQ8h,0.853,0.338,7,-9.124,1,0.0491,0.832,0.00602,0.135,0.927,113.881,4
114,5Y71skNKd3cj4JC2A8nLlb,0.484,0.697,6,-8.809,1,0.0313,0.536,0.0,0.116,0.635,105.61,4
115,7BgNhufmVuEQjRo86YrsJR,0.542,0.529,10,-10.024,0,0.0318,0.634,0.0,0.108,0.184,87.911,4
116,1P6JIQ1F6inRI7rmWSD6SM,0.593,0.53,11,-8.726,0,0.0286,0.0914,0.000248,0.125,0.466,104.976,4
117,76Hv9kMtAva11bj7rUoYnc,0.484,0.468,2,-8.299,1,0.0296,0.0253,2.75e-05,0.263,0.323,103.197,4
118,4vpeKl0vMGdAXpZiQB2Dtd,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,4
119,43FQs7KUx1P1J7QvO6Fjhc,0.458,0.702,10,-8.204,0,0.0323,0.00248,0.334,0.118,0.666,122.451,4
120,2pcwmk8c1pTYwX0COSVX52,0.191,0.948,9,-3.496,0,0.217,2.78e-05,0.0864,0.0945,0.215,150.753,4
121,7FD6K4FF2FqgC7paeNwFxu,0.386,0.877,9,-7.357,0,0.0554,0.00014,0.833,0.311,0.0862,89.938,4
122,0Jns64ftjzcXN4YHPoZOGM,0.304,0.959,1,-2.921,1,0.296,0.000999,0.0,0.0896,0.533,149.745,4
123,6Fv9argZ31EmWe4DGA0owE,0.393,0.905,5,-4.382,0,0.0801,0.000633,0.000137,0.339,0.273,174.986,4
124,3S3so3TPPQmjAHkejKycqn,0.92,0.797,1,-4.03,1,0.104,0.453,6.54e-06,0.103,0.27,120.002,4
125,7wCGgWxPnyDnJBbL5PySXi,0.225,0.637,11,-6.616,1,0.0345,1.54e-05,0.054,0.586,0.124,82.923,4
126,3bsDHVkJDqI6kJaLm9RBaZ,0.186,0.282,6,-9.763,1,0.0332,0.000909,0.675,0.119,0.0391,96.651,4
127,727Z4R72JLHwq9HYJgTlvJ,0.175,0.407,7,-12.31,1,0.0329,2.89e-05,0.887,0.678,0.0396,96.067,4
128,3NGzaY9pJjoMvP4gnnajGF,0.668,0.534,5,-7.484,1,0.0489,0.965,0.0379,0.109,0.96,150.866,4
129,3DVjSnt1HId4Qb8oL5Mjs8,0.631,0.884,6,-6.35,1,0.202,0.0059,0.00445,0.0569,0.477,130.099,4
130,2K22nUTdyr48JDwI5t906t,0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,4
131,70yao0aclAy91F2Mck4aQj,0.463,0.499,0,-6.237,1,0.0267,0.421,0.0,0.158,0.289,82.094,4
132,3CLV93SK84UzGD5EHm3vsT,0.33,0.862,4,-2.611,0,0.0637,1.04e-05,0.372,0.406,0.118,125.031,4
133,0Qj7PB41b6XgkApKPwDy1r,0.655,0.763,2,-5.202,0,0.0526,0.0374,0.678,0.0703,0.445,128.028,4
134,6J3mcK6pb0MyaYaPc7IeOv,0.5,0.982,1,-3.496,1,0.0727,4.72e-05,4.28e-05,0.0447,0.507,103.033,4
135,6KrxqNJFgdSrJTnfDnPT82,0.529,0.988,1,-1.914,1,0.0768,7.15e-06,0.0278,0.336,0.336,121.0,4
136,6q2Id4xgZTsisTgwda5JhL,0.502,0.962,0,-1.909,1,0.108,0.00689,0.0,0.314,0.703,180.087,4
137,7kMc3XJA3IaEmA47Pt7PZS,0.567,0.968,10,-1.729,1,0.073,0.00299,0.0,0.174,0.618,125.007,4
138,790IvN2Q7mlMpq2g6CgFRB,0.568,0.966,11,-1.27,0,0.077,0.0105,0.0,0.286,0.464,95.02,4
139,61LjJimwedzwfsUHLmqcF9,0.436,0.872,8,-1.413,1,0.0632,2.94e-05,0.000508,0.281,0.516,144.963,4
140,13Uvqll8OQDjw3wDweIK9y,0.334,0.982,4,-2.293,0,0.0619,9.11e-05,0.149,0.106,0.501,126.883,4
141,3ZAfrkXwfVm2FhgBr4rRQ3,0.518,0.977,0,-2.731,0,0.261,4.72e-05,0.0,0.44,0.362,109.979,4
142,5tQdA2G8KWyYR0ijcjQJKl,0.428,0.544,9,-8.233,0,0.0289,0.779,0.901,0.105,0.252,128.926,4
143,2vMoL8XqftPhCFE38Z8abj,0.568,0.966,11,-1.27,0,0.077,0.0105,0.0,0.286,0.464,95.02,4
144,2lEnc7uc39Lwrredr63OPc,0.373,0.964,5,-4.151,1,0.132,0.00131,0.000164,0.325,0.308,140.046,4
145,4UhMvTR5tHf2ecfoz0KV92,0.423,0.975,7,-5.21,1,0.397,0.00372,0.0,0.346,0.387,172.046,4
146,650iZCPhzCPtSmynGnUnhT,0.507,0.958,1,-4.688,1,0.0588,0.000123,6.06e-05,0.378,0.362,105.034,4
147,0PT6e1wEU6HUZbTM7sYG6P,0.555,0.881,9,-5.689,1,0.0602,0.000239,1.56e-05,0.141,0.205,111.979,4
148,3v95MyscKq1J6zdt2NFTgp,0.535,0.967,7,-4.138,1,0.127,0.000633,0.0,0.241,0.254,126.092,4
149,0iFeVlrNMKZeshw0BxtJQH,0.567,0.917,6,-5.007,1,0.12,0.000222,0.0,0.116,0.346,130.015,4
150,0fL67xICkdRk1qmMm9xc9P,0.331,0.942,0,-4.782,1,0.128,0.000193,6.5e-06,0.141,0.121,164.976,4
151,39iF5qvSmqx7yucsHdZeQZ,0.411,0.981,6,-3.601,0,0.11,5.33e-05,3.51e-06,0.08,0.0826,159.968,4
152,0L7n1R57CdEhpGAU3Ivase,0.481,0.98,11,-3.912,1,0.21,1.86e-05,1.8e-06,0.246,0.0807,145.059,4
153,795gjPkVTlCilanEcoNAuN,0.448,0.961,0,-4.839,1,0.146,0.00034,0.0,0.12,0.13,160.042,4
154,3raKDDqUgKGBUOfA6YXuDJ,0.329,0.902,9,-4.864,0,0.0645,7.76e-06,0.0,0.185,0.246,185.046,4
155,2ek0md19mJI3ns0Hx2D6X5,0.505,0.937,11,-4.924,1,0.139,3.26e-05,0.0,0.0842,0.242,144.996,4
156,6LRmV5GZUjKLgxi7lBWriQ,0.322,0.812,0,-5.568,0,0.0505,0.00149,0.0,0.0986,0.124,159.933,4
157,1FVnlQDh0x5Y8y4i9cXQai,0.443,0.938,1,-4.632,1,0.0757,0.000403,6.39e-06,0.229,0.404,194.061,4
158,46TVb10WGvFLh5CaTjXllC,0.424,0.956,0,-4.666,1,0.129,0.000423,0.0,0.263,0.098,180.104,4
159,0tYegNhmpkORunKH56OdpF,0.656,0.983,8,-5.163,1,0.0427,0.00435,0.843,0.0581,0.399,140.005,4
160,1sfAKcniTRJfJWjpB53uDU,0.674,0.785,9,-5.103,1,0.042,0.00126,0.944,0.111,0.224,139.979,4
161,0v3WyEt2g04WFpfVwcnfXm,0.229,0.704,9,-4.692,1,0.0342,0.000135,0.000384,0.15,0.179,74.6,4
162,7jzUgYVnL1fHdj8wexTkYV,0.441,0.937,10,-6.305,0,0.0474,2.65e-06,0.751,0.0334,0.651,128.025,4
163,4zgUS5NovJRLYCVVzQK9Rs,0.275,0.807,8,-6.808,1,0.0461,0.0196,0.000423,0.118,0.382,95.776,4
164,7fJzWwselsFE7TUGbyIfiw,0.471,0.993,0,-2.374,1,0.155,8.01e-06,0.576,0.147,0.458,149.951,4
165,4pwKVmEsLZAIFW05f88ZT4,0.458,0.984,11,-4.294,1,0.15,6.44e-06,0.515,0.0678,0.381,155.055,4
166,1SJ2ndZrIfBttZ9UfF3YS0,0.239,0.85,11,-8.514,0,0.0601,0.00873,0.886,0.109,0.0734,93.659,3
167,5awDvzxWfd53SSrsRZ8pXO,0.64,0.922,9,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105,4
168,50LmbBKCBeDRKYvpR7ApjG,0.591,0.629,8,-5.584,1,0.0273,0.00144,0.431,0.0705,0.183,114.072,4
169,4L9UGREMQBfYLmGwlACgTV,0.493,0.963,11,-3.41,1,0.0638,2.25e-05,0.667,0.305,0.305,147.992,4
170,1a8JpAL3vbAdXYrEABvOtb,0.608,0.885,2,-4.296,0,0.0963,0.00258,1.33e-05,0.392,0.518,125.023,4
171,5aNH8inF5BsbThDeOLs7zs,0.491,0.966,3,-3.974,1,0.0463,9.12e-05,0.346,0.153,0.223,95.141,4
172,2bPGTMB5sFfFYQ2YvSmup0,0.521,0.895,7,-5.242,1,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,4
173,3weNRklVDqb4Rr5MhKBR3D,0.191,0.0582,8,-25.398,1,0.0578,0.961,0.89,0.0941,0.0454,132.614,1
174,6aF5JtQSrh7wNrkDE9B0My,0.56,0.903,11,-4.77,1,0.0754,0.00132,0.0,0.291,0.581,143.821,4
175,7fcfNW0XxTWlwVlftzfDOR,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,4
176,5sICkBXVmaCQk5aISGR3x1,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,4
177,6FUwPb4mGlUDbx42uspXaZ,0.49,0.951,1,-3.777,1,0.0477,2.02e-05,0.0027,0.0314,0.589,106.946,4
178,6Nm8h73ycDG2saCnZV8poF,0.591,0.963,0,-6.489,0,0.0531,8.74e-05,0.000107,0.0781,0.609,125.03,4
179,3cfOd4CMv2snFaKAnMdnvK,0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,4
180,3YRCqOhFifThpSRFJ1VWFM,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,4
181,4dVbhS6OiYvFikshyaQaCN,0.398,0.927,9,-4.212,1,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,4
182,6ORqU0bHbVCRjXm9AjyHyZ,0.475,0.432,7,-7.844,1,0.0302,0.183,0.0,0.161,0.648,94.605,4
183,2m1hi0nfMR9vdGC8UcrnwU,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,4
184,6VoIBz0VhCyz7OdEoRYDiA,0.634,0.551,3,-7.136,1,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,4
185,1Dr1fXbc2IxaK1Mu8P8Khz,0.531,0.909,11,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546,4
186,4JiEyzf0Md7KEFFGWDDdCr,0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41,4
187,70LcF31zb1H0PyJoS1Sx1r,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,4
188,7EZC6E7UjZe63f1jRmkWxt,0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,4
189,5R3eXsNtC8w3eVBT3RsUIa,0.453,0.836,4,-9.132,1,0.0733,0.000749,0.863,0.146,0.334,142.045,4
190,5T5VyT9U6hfzQu1DK2IahU,0.459,0.972,7,-3.777,1,0.235,3.79e-06,0.863,0.339,0.177,145.123,4
191,4XW0vghZLT1GB0AQtblDYb,0.403,0.675,2,-5.28,0,0.0803,6.54e-06,0.804,0.273,0.242,159.935,4
192,4rw7OYevxF9CnWD68gyoPM,0.689,0.679,11,-5.239,0,0.0543,0.0223,0.71,0.103,0.922,140.021,4
193,4WUSVvoafrgVgsF9D2urJ0,0.5,0.982,1,-3.496,1,0.0727,4.72e-05,4.28e-05,0.0447,0.507,103.033,4
194,0QKfiqpEU4h9ycPSzIFwYe,0.617,0.533,3,-11.516,0,0.0651,0.0891,4.04e-06,0.0415,0.835,158.86,4
195,5zZWLKQAkvLdjcP6pGR5d2,0.461,0.993,0,-5.439,1,0.0688,5.7e-06,0.702,0.0865,0.356,130.028,4
196,3ssc9tjQwV4gk40pkktbOD,0.282,0.938,6,-6.329,0,0.107,2.74e-05,0.355,0.356,0.235,127.046,4
197,6I7ilpVQq4oETOdmHPL5LE,0.417,0.979,7,-4.048,1,0.27,0.000154,6.91e-06,0.25,0.233,160.071,4
198,7F50EgojtGvz0imM1Koix8,0.511,0.978,7,-3.867,1,0.0654,0.000185,0.000893,0.308,0.233,115.046,4
