,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1350,6odjrjJHbStRULn1rV3L02,0.487,0.981,1,-3.076,0,0.18,0.000115,2.65e-06,0.05,0.208,117.477,4
1351,7JNkTqFQWdkVVhDjnRuJZi,0.549,0.969,8,-5.277,1,0.124,1.19e-05,0.0169,0.278,0.14,120.007,4
1352,3b01G9EqlpoOTqlGc0js4Q,0.529,0.964,8,-5.595,1,0.117,4.7e-05,0.000165,0.303,0.254,119.974,4
1353,3mPiVLQYW8ProGS83n9tPp,0.504,0.996,6,-3.002,1,0.235,2.02e-05,1.64e-05,0.146,0.272,130.011,4
1354,6WV27gh19sQMgA9AtWLTWt,0.216,0.964,6,-5.439,0,0.103,7.54e-06,0.0505,0.393,0.399,154.976,4
1355,5lrqstcg3Xk9D1lLGqSsal,0.487,0.958,1,-3.373,1,0.152,0.000179,0.0,0.111,0.694,90.079,4
1356,6lfwa5eEjiBiVzvxf0LHIw,0.527,0.979,6,-5.42,0,0.136,3.74e-05,0.000426,0.108,0.143,140.048,4
1357,5rc3HuQTSfUQ4UKRoqKsxe,0.533,0.958,8,-5.304,1,0.0822,1.38e-05,0.00187,0.328,0.184,105.024,4
1358,26TmnB0xBZaCXGFQpEoCod,0.45,0.976,1,-4.642,1,0.215,3.53e-05,0.0001,0.147,0.268,139.978,4
1359,5t1sJQEcAltWjCfGL50aQT,0.491,0.981,7,-3.673,0,0.131,0.0116,0.000971,0.144,0.366,138.015,4
1360,33TWAlDSc32np6U9FDjiZN,0.398,0.96,8,-5.426,1,0.0611,9.45e-05,3.01e-05,0.145,0.317,164.95,4
1361,7d2K5Maq8tN6p4BHSeHQDF,0.405,0.948,5,-6.399,0,0.172,1.38e-05,0.0626,0.145,0.0805,154.951,4
1362,0SDqayZqlrPBGy59KLEG5e,0.554,0.986,8,-2.38,0,0.24,0.000692,6.92e-06,0.163,0.459,113.541,4
1363,4jPoGu1ozcUKlftLVxOmqX,0.502,0.968,1,-3.423,1,0.155,0.000909,1.46e-06,0.621,0.209,106.994,4
1364,1mZc1ZzBIICWGGHInuhYvC,0.538,0.955,1,-5.89,0,0.0658,4.09e-05,0.00052,0.332,0.467,130.018,4
1365,19Ba4C1oVJfjxGFLiPEbsJ,0.533,0.989,1,-5.664,1,0.0811,3.75e-05,0.073,0.0618,0.289,105.028,4
1366,2iLl6cs7VkHya8zEiEMEMD,0.539,0.949,8,-6.345,1,0.0839,1.63e-05,0.165,0.0811,0.208,144.945,4
1367,0Pl5XX0MbdQ5E702GBhnUn,0.501,0.968,6,-5.324,1,0.12,0.000114,0.00868,0.683,0.392,149.989,4
1368,3gRwYAsiX4e50J43BkmZxI,0.5,0.967,1,-3.218,1,0.0534,1.25e-05,6.16e-05,0.12,0.498,129.994,4
1369,4qxXNYWAnjQhLDy0fAg9bL,0.433,0.996,11,-1.754,1,0.151,0.000435,0.000173,0.0832,0.063,171.985,4
1370,3JvQlscImw2A4RCWzsUDoz,0.447,0.965,4,-5.59,0,0.0878,5.49e-05,0.0,0.41,0.351,150.081,4
1371,2lH5lV6f57sOiLimUoQ106,0.468,0.975,10,-5.151,0,0.0775,0.000309,2.03e-05,0.0544,0.461,91.99,4
1372,2StA16dVfTXf7eNNu7a9mD,0.385,0.726,3,-8.441,0,0.0353,0.000524,0.809,0.178,0.282,108.905,4
1373,1yYE8EyuIV0rrvQ1bA2Fyf,0.295,0.924,5,-3.407,1,0.0678,4.02e-05,0.00462,0.377,0.219,171.941,4
1374,17jdKDfbnmlf2ZJ1AnF2E6,0.34,0.963,10,-3.889,0,0.103,4.15e-06,0.00157,0.117,0.432,185.928,4
1375,2xOwDv18iuRmDI7akoJ250,0.5,0.977,6,-3.857,1,0.0875,0.000997,0.00077,0.0717,0.176,118.0,4
1376,38yFRSQkKQZAwG9bVhPHTc,0.416,0.987,0,-3.333,1,0.21,0.0567,0.000145,0.0853,0.258,155.045,4
1377,5Pj6t0Ixltx4hPkMusg1YK,0.264,0.947,6,-5.372,1,0.126,3.54e-05,0.0366,0.26,0.369,180.096,3
1378,6JrHK494fKTg8X0PfOfA0l,0.364,0.955,5,-3.968,1,0.0755,0.000129,1.85e-05,0.116,0.469,165.998,4
1379,1yYr4D1KjhhyDD5bZIiFQy,0.477,0.94,9,-3.435,1,0.103,0.000211,0.0518,0.346,0.338,76.517,4
1380,5pKCDm2fw4k6D6C5Rk646C,0.214,0.931,7,-3.347,0,0.143,0.000705,3.09e-06,0.0797,0.233,162.115,4
1381,58kxWzZNk5RftBK6kqiRJm,0.572,0.952,1,-2.444,0,0.116,0.00974,2.26e-06,0.163,0.683,161.032,4
1382,5yDJpu0xh0d1w13gXaE3lS,0.582,0.928,10,-4.659,0,0.0635,0.00876,5.03e-06,0.297,0.565,113.043,4
1383,4KugBNgb6iilXInnWQrMVh,0.343,0.99,8,-4.069,1,0.0811,1.89e-05,0.000138,0.325,0.351,107.996,4
1384,3vH6JWa7tKvkk1YBdHCg6m,0.384,0.938,4,-2.59,0,0.0523,0.00784,0.0254,0.297,0.497,113.372,5
1385,5LePaQIrJcIwrUzNEr3m86,0.453,0.987,11,-2.298,0,0.0903,3.73e-05,2.25e-06,0.0576,0.336,160.035,4
1386,3fnqNxjN7o0tJe7zOQZV68,0.263,0.965,10,-4.25,0,0.197,1.42e-05,3.13e-05,0.0598,0.488,157.102,4
1387,0M3adYbGtyRHACP86dey1H,0.426,0.888,0,-3.72,0,0.0987,0.000455,0.0,0.306,0.387,144.111,4
1388,15zUfY9L1p7bN9JsgaTAP0,0.461,0.987,1,-1.711,0,0.108,3.58e-05,8.48e-05,0.359,0.309,142.031,4
1389,7ln7o4q6y9h8qEc6hGrtr1,0.214,0.931,7,-3.347,0,0.143,0.000705,3.09e-06,0.0797,0.233,162.115,4
1390,0ncHMpFGT96pis5pi4iJDm,0.517,0.887,10,-7.637,0,0.0732,0.000244,0.00258,0.151,0.531,166.008,4
1391,6156ZPGcezId0Bmw7x7c7K,0.517,0.97,1,-3.992,1,0.0767,0.000386,0.00026,0.0413,0.476,100.036,4
1392,51fvWjcLUNTe5H9myXXCb6,0.549,0.672,3,-7.18,0,0.0384,0.00279,5.15e-05,0.206,0.616,92.993,4
1393,6BAPTkckobGvBbQlMvl9hx,0.28,0.755,7,-15.827,0,0.0547,0.229,0.943,0.105,0.0747,117.533,4
1394,5kS6gc6Df3eV676GGUF832,0.408,0.942,2,-2.511,1,0.268,0.00856,0.0,0.642,0.413,172.506,4
1395,3ZuoESoKP9JUXGF0c90N8u,0.589,0.442,4,-8.517,1,0.0291,0.334,0.000424,0.0987,0.0904,122.688,3
1396,6mr9Gi51jfxfVmdIdItGJx,0.219,0.989,11,-2.962,0,0.16,0.00421,0.0156,0.375,0.149,168.069,3
1397,4cpOvpvvx1upv0HDyZKVQJ,0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,4
1398,6yIAW3Xg7YKeOtpYByXON3,0.392,0.993,6,-2.535,1,0.134,0.000568,0.0067,0.272,0.351,95.298,4
1399,0iget4icTqUya9wtpvCTF2,0.443,0.993,11,-4.517,0,0.101,0.000456,0.0437,0.307,0.276,106.875,4
1400,15DLl1r2zi07Ssq5RT1yT0,0.382,0.996,7,-4.119,1,0.104,0.00208,0.0,0.417,0.327,93.345,4
1401,6wqJeItl3Vc3az4ZicSQAB,0.291,0.974,6,-2.997,0,0.171,0.0177,5.44e-06,0.886,0.348,134.724,4
1402,61mWefnWQOLf90gepjOCb3,0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,4
1403,0PZZzhYkd5Q1UcF8857V2O,0.466,0.907,9,-5.905,1,0.0724,0.0353,2.69e-05,0.45,0.608,151.966,4
1404,6v1lSXRplF2FOQoYBtIIMj,0.161,0.192,11,-17.883,0,0.0448,0.00934,0.973,0.204,0.106,64.041,4
1405,0ooGcOmskuZNfIRDaOoV9A,0.289,0.936,9,-5.93,1,0.114,7.29e-05,0.0034,0.161,0.25,168.151,4
1406,59pBA1HUMol92PIIeJ0h9F,0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,4
1407,3w9zHVKI28aUPZTxq8oDC6,0.437,0.948,4,-6.041,0,0.0554,0.000716,0.000261,0.146,0.361,96.72,4
1408,7LLQxMvAYOpoC2PKe3VQn5,0.0752,0.637,9,-7.469,1,0.0352,3.31e-06,0.817,0.233,0.237,80.06,3
1409,47oHOwOIQcvQ1Dq0lfm5QR,0.504,0.944,1,-5.641,0,0.0293,0.00142,0.246,0.279,0.735,135.002,4
1410,1LgIN7k2mx7SeQy5RHKjnt,0.556,0.796,9,-7.367,1,0.053,0.227,0.00311,0.0894,0.395,131.004,4
1411,1LPojM5AKaVXEj8FaPS4oN,0.605,0.972,2,-5.523,1,0.0326,0.0395,0.0133,0.109,0.727,130.036,4
1412,5eAzrjaMGZeTNqDDVfd4LA,0.857,0.93,2,-2.978,0,0.0572,0.00588,8.52e-05,0.0857,0.776,128.005,4
1413,2su4MjRcOXVjGjMsylxFXx,0.75,0.893,7,-5.324,0,0.0416,0.587,0.0,0.0918,0.622,100.034,4
1414,7q6shD7TCwdKAnnDx07pWR,0.538,0.854,2,-4.617,1,0.0348,0.103,5.49e-05,0.19,0.529,184.093,4
1415,11i33j50Gsr90pRoDJBrEA,0.611,0.795,6,-3.428,1,0.04,0.0169,0.0,0.116,0.384,95.756,4
1416,0snQkGI5qnAmohLE7jTsTn,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,3
1417,2DlHlPMa4M17kufBvI2lEN,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,4
1418,5NIDDFUemWpDb6rpL3QtaZ,0.694,0.663,2,-3.444,1,0.351,0.0695,0.0,0.566,0.624,161.899,4
1419,0TFv9Ze93JVuTA1jpLVIbV,0.784,0.815,1,-2.703,1,0.298,0.127,0.0,0.0758,0.559,178.119,4
1420,1JTZqN0snbMSNtp59zveTs,0.703,0.776,9,-3.409,1,0.304,0.0108,0.0,0.74,0.541,82.466,4
1421,2Lo2BWhhlZSJds2yBhxoet,0.746,0.853,1,-4.452,1,0.13,0.00285,0.0,0.376,0.362,130.028,4
1422,3ZlleUP5EE2rixueLVCi2M,0.469,0.978,8,-4.399,1,0.0628,5.59e-05,0.0168,0.294,0.413,90.994,4
1423,7qSTsqPewF3qQ4hKaIZhWy,0.226,0.976,0,-3.07,1,0.122,4.93e-05,0.0165,0.737,0.332,89.465,4
1424,5fodi5z7BngUgku13WtF81,0.197,0.956,10,-2.908,0,0.0663,7.61e-05,0.00992,0.261,0.209,177.018,3
1425,2nUy0ifVE7UwtOK4rugFsP,0.469,0.976,0,-3.569,0,0.111,0.000287,0.217,0.0636,0.222,124.001,4
1426,6zKF4293k44ItKWJJgrhXv,0.197,0.956,10,-2.908,0,0.0663,7.61e-05,0.00992,0.261,0.209,177.018,3
1427,6NwbeybX6TDtXlpXvnUOZC,0.538,0.872,4,-7.658,0,0.0361,0.000608,0.573,0.0946,0.593,105.102,4
1428,14jgrmY5IH0KpJyuFMYa2I,0.262,0.727,2,-11.544,1,0.0647,0.0479,0.135,0.0908,0.484,113.513,4
1429,2cZJxUg9nRgNtOAsrDHgqp,0.493,0.662,4,-12.267,1,0.0561,0.0335,0.0288,0.0952,0.243,117.822,4
1430,4c1LxlkHYWuBlBawzLTZ4r,0.259,0.928,9,-11.684,1,0.114,0.000404,0.116,0.336,0.239,149.229,4
1431,498g11Ee3Ht9YwS2q0kfMl,0.291,0.968,0,-12.148,1,0.0771,9.53e-05,0.803,0.0693,0.0972,91.223,4
1432,6Pm3JzPfodgQ1tD5AWjGwk,0.441,0.896,9,-10.997,1,0.245,0.0207,0.017,0.111,0.414,140.618,4
1433,3Y3PSLydY5gz9GPy2O62yo,0.541,0.683,9,-11.608,1,0.0871,9.85e-05,0.0613,0.0481,0.42,87.301,4
1434,1txnuzQBhiIkR69tszEvM7,0.451,0.727,4,-11.678,0,0.103,7.8e-05,0.00379,0.0734,0.486,129.196,4
